2024-11-04 15:35:03 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 10548
2024-11-04 15:35:03 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-11-04 15:35:03 0 [Note] InnoDB: Uses event mutexes
2024-11-04 15:35:03 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-11-04 15:35:03 0 [Note] InnoDB: Number of pools: 1
2024-11-04 15:35:03 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 4095466
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=301] with future log sequence number 4095466
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 4169477
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=388] with future log sequence number 4169477
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 4169354
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 4169354
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 4168693
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=417] with future log sequence number 4168693
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 4168022
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 4168022
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 4167241
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 4167241
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 4164650
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 4164650
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 4164287
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 4164287
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 4162380
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=9] with future log sequence number 4169506
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 4181867
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=441] with future log sequence number 4181867
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 4180569
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 4180569
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 4180103
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 4197088
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=9] with future log sequence number 4197249
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 4197088
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 4194829
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 4197269
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 4218299
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=9] with future log sequence number 4218476
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 4218299
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 4215968
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 4218496
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 4223555
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 4223555
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 4282845
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 4284243
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 4284653
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=445] with future log sequence number 4284653
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 4284609
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 4305586
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 4325115
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 4325115
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=259] with future log sequence number 4328133
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 4328133
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 4330536
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 4332789
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 4332905
2024-11-04 15:35:03 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=418] with future log sequence number 4332905
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 4175656 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2817321 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2099769 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=370] log sequence number 2099769 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 4193682 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=352] log sequence number 4193682 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 4193721 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 4193721 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 4193760 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=355] log sequence number 4193760 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 4193815 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=412] log sequence number 4193815 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 4193854 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=368] log sequence number 4193854 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 4193893 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=389] log sequence number 4193893 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 4193932 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=328] log sequence number 4193932 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 4201611 is in the future! Current system log sequence number 300306.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-04 15:35:03 0 [ERROR] InnoDB: Page [page id: space=0, page number=396] log sequence number 4201611 is in the future! Current system log sequence number 300306.
